0,Cash loans,F,Y,Y,1,171000,1560726,41301,Commercial associate
0,Cash loans,F,Y,Y,1,202500,1132573.5,37561.5,Commercial associate
0,Cash loans,F,N,Y,0,292500,665892,24592.5,Commercial associate
0,Cash loans,M,Y,N,1,360000,733315.5,39069,Commercial associate
0,Cash loans,F,N,Y,2,198000,641173.5,23157,Commercial associate
1,Cash loans,M,N,Y,0,202500,1193580,35028,Commercial associate
0,Cash loans,M,Y,Y,1,540000,675000,34596,Commercial associate
0,Cash loans,F,N,Y,2,225000,314055,16164,Commercial associate
0,Cash loans,F,N,Y,0,180000,1663987.5,86989.5,Commercial associate
0,Cash loans,M,Y,N,0,180000,315000,9679.5,Commercial associate
0,Cash loans,M,N,Y,0,180000,1256400,40657.5,Commercial associate
0,Revolving loans,F,N,N,1,157500,450000,22500,Commercial associate
0,Cash loans,M,Y,N,0,180000,450000,21109.5,Commercial associate
0,Cash loans,M,N,N,2,180000,450000,21109.5,Commercial associate
0,Cash loans,F,N,Y,1,135000,675000,21775.5,Commercial associate
0,Revolving loans,F,N,N,0,112500,135000,6750,Commercial associate
0,Cash loans,M,Y,Y,3,135000,373140,25065,Commercial associate
0,Cash loans,F,Y,N,1,112500,862560,27954,Commercial associate
1,Cash loans,M,Y,Y,0,315000,953460,64107,Commercial associate
0,Cash loans,F,N,Y,0,135000,284400,22599,Commercial associate
0,Cash loans,F,N,N,1,76500,808650,26217,Commercial associate
1,Cash loans,F,N,Y,1,157500,723996,30802.5,Commercial associate
0,Cash loans,F,N,Y,0,270000,891072,45625.5,Commercial associate
0,Cash loans,F,N,Y,0,202500,1136439,73611,Commercial associate
0,Revolving loans,F,N,N,0,202500,180000,9000,Commercial associate
0,Cash loans,M,N,Y,0,135000,391194,26271,Commercial associate
0,Revolving loans,F,N,N,0,157500,675000,33750,Commercial associate
0,Cash loans,F,N,Y,0,247500,755190,36459,Commercial associate
0,Cash loans,M,N,N,0,135000,182016,11772,Commercial associate
0,Cash loans,F,Y,N,2,157500,945000,39127.5,Commercial associate
0,Cash loans,M,N,N,0,180000,590337,27486,Commercial associate
0,Cash loans,F,N,Y,0,225000,1515415.5,41800.5,Commercial associate
0,Cash loans,F,N,Y,0,90000,370629,13972.5,Commercial associate
0,Cash loans,F,Y,N,1,450000,407434.5,43362,Commercial associate
0,Cash loans,F,N,Y,0,180000,427500,46170,Commercial associate
0,Cash loans,F,Y,N,0,202500,675000,53329.5,Commercial associate
0,Cash loans,F,N,Y,1,315000,1288350,37800,Commercial associate
0,Cash loans,M,Y,N,0,162000,263686.5,24781.5,Commercial associate
1,Cash loans,F,N,N,0,111915,225000,21037.5,Commercial associate
0,Cash loans,F,Y,N,0,225000,296280,15124.5,Commercial associate
0,Cash loans,M,Y,Y,0,90000,336150,9373.5,Commercial associate
0,Cash loans,F,N,Y,1,180000,675000,36747,Commercial associate
0,Cash loans,M,Y,N,1,157500,318528,25294.5,Commercial associate
0,Cash loans,M,N,N,1,180000,888840,29016,Commercial associate
1,Revolving loans,M,N,Y,3,180000,540000,27000,Commercial associate
0,Cash loans,M,N,N,3,225000,746280,49873.5,Commercial associate
1,Cash loans,F,N,Y,1,202500,436032,28516.5,Commercial associate
0,Cash loans,M,Y,Y,0,337500,876078,49050,Commercial associate
0,Cash loans,M,N,Y,1,315000,2250000,83515.5,Commercial associate
0,Cash loans,F,N,Y,0,225000,1040985,30568.5,Commercial associate
0,Cash loans,F,N,Y,0,225000,684054,77494.5,Commercial associate
0,Cash loans,F,Y,Y,2,225000,1256400,36864,Commercial associate
0,Cash loans,M,Y,N,2,157500,720000,28552.5,Commercial associate
0,Cash loans,M,Y,Y,1,108000,912240,30276,Commercial associate
